cmd,time,module,data1,data2,data3,data4,data5,data6
0,2024-03-20T10:00:00.000Z,BMP280,25.3,1013.25,100
0,2024-03-20T10:00:00.000Z,GY-521,0.01,0.02,0.98,0.1,0.2,0.3
0,2024-03-20T10:00:00.000Z,GPS,13.7563,100.5018,100
1,2024-03-20T10:00:00.000Z,status,Launch
0,2024-03-20T10:00:01.000Z,BMP280,25.2,1013.2,105
0,2024-03-20T10:00:01.000Z,GY-521,0.02,0.03,0.97,0.2,0.3,0.4
0,2024-03-20T10:00:01.000Z,GPS,13.7564,100.5019,105
1,2024-03-20T10:00:01.000Z,status,In Flight
0,2024-03-20T10:00:02.000Z,BMP280,25.1,1013.15,110
0,2024-03-20T10:00:02.000Z,GY-521,0.03,0.04,0.96,0.3,0.4,0.5
0,2024-03-20T10:00:02.000Z,GPS,13.7565,100.502,110
1,2024-03-20T10:00:02.000Z,status,Landed
0,2024-03-20T10:00:03.000Z,BMP280,25.0,1013.1,115
0,2024-03-20T10:00:03.000Z,GY-521,0.04,0.05,0.95,0.4,0.5,0.6
0,2024-03-20T10:00:03.000Z,GPS,13.7566,100.5021,115
1,2024-03-20T10:00:03.000Z,status,ERROR
0,2024-03-20T10:00:04.000Z,BMP280,24.9,1013.05,120
0,2024-03-20T10:00:04.000Z,GY-521,0.05,0.06,0.94,0.5,0.6,0.7
0,2024-03-20T10:00:04.000Z,GPS,13.7567,100.5022,120
1,2024-03-20T10:00:04.000Z,status,Ejected
0,2024-03-20T10:00:05.000Z,BMP280,24.8,1013.0,125
0,2024-03-20T10:00:05.000Z,GY-521,0.06,0.07,0.93,0.6,0.7,0.8
0,2024-03-20T10:00:05.000Z,GPS,13.7568,100.5023,125
1,2024-03-20T10:00:05.000Z,status,Not Ejected
0,2024-03-20T10:00:06.000Z,BMP280,24.7,1012.95,130
0,2024-03-20T10:00:06.000Z,GY-521,0.07,0.08,0.92,0.7,0.8,0.9
0,2024-03-20T10:00:06.000Z,GPS,13.7569,100.5024,130
0,2024-03-20T10:00:07.000Z,BMP280,24.6,1012.9,135
0,2024-03-20T10:00:07.000Z,GY-521,0.08,0.09,0.91,0.8,0.9,1.0
0,2024-03-20T10:00:07.000Z,GPS,13.757,100.5025,135
0,2024-03-20T10:00:08.000Z,BMP280,24.5,1012.85,140
0,2024-03-20T10:00:08.000Z,GY-521,0.09,0.1,0.9,0.9,1.0,1.1
0,2024-03-20T10:00:08.000Z,GPS,13.7571,100.5026,140
0,2024-03-20T10:00:09.000Z,BMP280,24.4,1012.8,145
0,2024-03-20T10:00:09.000Z,GY-521,0.1,0.11,0.89,1.0,1.1,1.2
0,2024-03-20T10:00:09.000Z,GPS,13.7572,100.5027,145
0,2024-03-20T10:00:10.000Z,BMP280,24.3,1012.75,150
0,2024-03-20T10:00:10.000Z,GY-521,0.11,0.12,0.88,1.1,1.2,1.3
0,2024-03-20T10:00:10.000Z,GPS,13.7573,100.5028,150
0,2024-03-20T10:00:11.000Z,BMP280,24.2,1012.7,155
0,2024-03-20T10:00:11.000Z,GY-521,0.12,0.13,0.87,1.2,1.3,1.4
0,2024-03-20T10:00:11.000Z,GPS,13.7574,100.5029,155
0,2024-03-20T10:00:12.000Z,BMP280,24.1,1012.65,160
0,2024-03-20T10:00:12.000Z,GY-521,0.13,0.14,0.86,1.3,1.4,1.5
0,2024-03-20T10:00:12.000Z,GPS,13.7575,100.503,160
0,2024-03-20T10:00:13.000Z,BMP280,24.0,1012.6,165
0,2024-03-20T10:00:13.000Z,GY-521,0.14,0.15,0.85,1.4,1.5,1.6
0,2024-03-20T10:00:13.000Z,GPS,13.7576,100.5031,165
0,2024-03-20T10:00:14.000Z,BMP280,23.9,1012.55,170
0,2024-03-20T10:00:14.000Z,GY-521,0.15,0.16,0.84,1.5,1.6,1.7
0,2024-03-20T10:00:14.000Z,GPS,13.7577,100.5032,170
0,2024-03-20T10:00:15.000Z,BMP280,23.8,1012.5,175
0,2024-03-20T10:00:15.000Z,GY-521,0.16,0.17,0.83,1.6,1.7,1.8
0,2024-03-20T10:00:15.000Z,GPS,13.7578,100.5033,175
0,2024-03-20T10:00:16.000Z,BMP280,23.7,1012.45,180
0,2024-03-20T10:00:16.000Z,GY-521,0.17,0.18,0.82,1.7,1.8,1.9
0,2024-03-20T10:00:16.000Z,GPS,13.7579,100.5034,180
0,2024-03-20T10:00:17.000Z,BMP280,23.6,1012.4,185
0,2024-03-20T10:00:17.000Z,GY-521,0.18,0.19,0.81,1.8,1.9,2.0
0,2024-03-20T10:00:17.000Z,GPS,13.758,100.5035,185
0,2024-03-20T10:00:18.000Z,BMP280,23.5,1012.35,190
0,2024-03-20T10:00:18.000Z,GY-521,0.19,0.2,0.8,1.9,2.0,2.1
0,2024-03-20T10:00:18.000Z,GPS,13.7581,100.5036,190
0,2024-03-20T10:00:19.000Z,BMP280,23.4,1012.3,195
0,2024-03-20T10:00:19.000Z,GY-521,0.2,0.21,0.79,2.0,2.1,2.2
0,2024-03-20T10:00:19.000Z,GPS,13.7582,100.5037,195
0,2024-03-20T10:00:20.000Z,BMP280,23.3,1012.25,200
0,2024-03-20T10:00:20.000Z,GY-521,0.21,0.22,0.78,2.1,2.2,2.3
